bio_id,name,chamber,party,twitter_accounts_json,birthday,gender
S001199,Lloyd Smucker,house,R,"[{""id"": ""41417564"", ""screen_name"": ""RepSmucker"", ""account_type"": ""office""}, {""id"": ""4212470319"", ""screen_name"": ""LloydSmuckerPA"", ""account_type"": ""campaign"", ""prev_names"": [""ElectSmucker""]}]",1964-01-23,M
B001269,Lou Barletta,house,R,"[{""id"": ""93965901"", ""screen_name"": ""louforsenate"", ""account_type"": ""campaign"", ""prev_names"": [""loubarletta""]}, {""id"": ""239871673"", ""screen_name"": ""RepLouBarletta"", ""account_type"": ""office""}]",1956-01-28,M
D000631,Madeleine Dean,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepDean"", ""id"": ""567508925""}, {""account_type"": ""campaign"", ""screen_name"": ""MadeleineDean"", ""id"": ""935717078966964228"", ""prev_names"": [""mad4pa""]}]",1959-06-06,F
S001205,Mary Scanlon,house,D,"[{""id"": ""961312723035394048"", ""screen_name"": ""marygayscanlon"", ""account_type"": ""campaign""}, {""id"": ""1067541214671577093"", ""screen_name"": ""RepMGS"", ""account_type"": ""office""}]",1959-08-30,F
C001090,Matt Cartwright,house,D,"[{""id"": ""472315803"", ""screen_name"": ""CartwrightPA"", ""account_type"": ""campaign""}, {""id"": ""776664410"", ""screen_name"": ""RepCartwright"", ""account_type"": ""office""}]",1961-05-01,M
D000482,Michael F. Doyle,house,D,"[{""id"": ""39249305"", ""screen_name"": ""USRepMikeDoyle"", ""account_type"": ""office""}, {""id"": ""1214594041414868992"", ""screen_name"": ""rep_doyle"", ""account_type"": ""campaign""}]",1953-08-05,M
K000376,Mike Kelly,house,R,"[{""id"": ""113763245"", ""screen_name"": ""MikeKellyforPA"", ""account_type"": ""campaign"", ""prev_names"": [""MikeKellyforPA3""]}, {""id"": ""935368364"", ""screen_name"": ""MikeKellyPA"", ""account_type"": ""office""}]",1948-05-10,M
M001181,Pat Meehan,house,R,"[{""id"": ""103868633"", ""screen_name"": ""PatMeehanPA"", ""account_type"": ""campaign""}, {""id"": ""248850174"", ""screen_name"": ""RepMeehan"", ""account_type"": ""office""}]",1955-10-20,M
C001106,Ryan Costello,house,R,"[{""id"": ""2279592954"", ""screen_name"": ""RyanACostello"", ""account_type"": ""campaign"", ""deleted"": true}, {""id"": ""2953922782"", ""screen_name"": ""RepRyanCostello"", ""account_type"": ""office""}, {""id"": ""984591359192522752"", ""screen_name"": ""RyanCostello"", ""account_type"": ""office""}]",1976-09-07,M
P000605,Scott Perry,house,R,"[{""id"": ""18773159"", ""screen_name"": ""RepScottPerry"", ""account_type"": ""office""}, {""id"": ""1141369750821490688"", ""screen_name"": ""PatriotsPerry"", ""account_type"": ""campaign""}]",1962-05-27,M
W000826,Susan Wild,house,D,"[{""id"": ""533324996"", ""screen_name"": ""wildforcongress"", ""account_type"": ""campaign""}, {""id"": ""1069636653353000962"", ""screen_name"": ""RepSusanWild"", ""account_type"": ""office""}]",1957-06-07,F
M001151,Tim Murphy,house,R,"[{""id"": ""117777832"", ""screen_name"": ""RepTimMurphy"", ""account_type"": ""office"", ""deleted"": true}, {""id"": ""130929441"", ""screen_name"": ""TimMurphyPA"", ""account_type"": ""campaign""}]",1952-09-11,M
M001179,Tom Marino,house,R,"[{""id"": ""116604329"", ""screen_name"": ""Marino4Congress"", ""account_type"": ""campaign"", ""deleted"": true}, {""id"": ""240363117"", ""screen_name"": ""RepTomMarino"", ""account_type"": ""office"", ""deleted"": true}]",1952-08-15,M
G000582,Jenniffer Gonzalez,house,R,"[{""id"": ""400246874"", ""screen_name"": ""Jenniffer2012"", ""account_type"": ""campaign""}, {""id"": ""3857977018"", ""screen_name"": ""JGO_2020"", ""account_type"": ""campaign""}, {""id"": ""819744763020775425"", ""screen_name"": ""RepJenniffer"", ""account_type"": ""office""}]",1976-08-05,F
C001084,David Cicilline,house,D,"[{""id"": ""23593446"", ""screen_name"": ""davidcicilline"", ""account_type"": ""campaign""}, {""id"": ""462143773"", ""screen_name"": ""RepCicilline"", ""account_type"": ""office""}]",1961-07-15,M
L000559,Jim Langevin,house,D,"[{""id"": ""18909919"", ""screen_name"": ""JimLangevin"", ""account_type"": ""office""}, {""id"": ""155654527"", ""screen_name"": ""LangevinForRI"", ""account_type"": ""campaign""}]",1964-04-22,M
D000615,Jeff Duncan,house,R,"[{""id"": ""21048033"", ""screen_name"": ""Duncan4Congress"", ""account_type"": ""campaign""}, {""id"": ""240393970"", ""screen_name"": ""RepJeffDuncan"", ""account_type"": ""office""}]",1966-01-07,M
C000537,Jim Clyburn,house,D,"[{""id"": ""188019606"", ""screen_name"": ""WhipClyburn"", ""account_type"": ""office"", ""prev_names"": [""Clyburn""]}, {""id"": ""2389877058"", ""screen_name"": ""ClyburnSC06"", ""account_type"": ""campaign""}]",1940-07-21,M
C001122,Joe Cunningham,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepCunningham"", ""id"": ""1080198683713507335""}, {""account_type"": ""campaign"", ""screen_name"": ""JoeCunninghamSC"", ""id"": ""826589191412862976""}]",1982-05-26,M
W000795,Joe Wilson,house,R,"[{""id"": ""15116570"", ""screen_name"": ""TeamJoeWilson"", ""account_type"": ""campaign"", ""prev_names"": [""CongJoeWilson""]}, {""id"": ""254082173"", ""screen_name"": ""RepJoeWilson"", ""account_type"": ""office""}]",1947-07-31,M
S000051,Mark Sanford,house,R,"[{""id"": ""28423263"", ""screen_name"": ""MarkSanford"", ""account_type"": ""campaign""}, {""id"": ""1499993378"", ""screen_name"": ""RepSanfordSC"", ""account_type"": ""office""}]",1960-05-28,M
M000194,Nancy Mace,house,R,"[{""screen_name"": ""RepNancyMace"", ""id"": ""1343597700542038017"", ""account_type"": ""office""}, {""id"": ""914815520842616834"", ""screen_name"": ""NancyMace"", ""account_type"": ""campaign""}]",1977-12-04,F
N000190,Ralph Norman,house,R,"[{""id"": ""61886317"", ""screen_name"": ""RalphNorman"", ""account_type"": ""campaign""}, {""screen_name"": ""RepRalphNorman"", ""id"": ""880480631108644864"", ""account_type"": ""office""}]",1953-06-20,M
R000597,Tom Rice,house,R,"[{""id"": ""720672102"", ""screen_name"": ""TomRiceSC7"", ""account_type"": ""campaign""}, {""id"": ""1058345042"", ""screen_name"": ""RepTomRice"", ""account_type"": ""office""}]",1957-08-04,M
G000566,Trey Gowdy,house,R,"[{""id"": ""237348797"", ""screen_name"": ""TGowdySC"", ""account_type"": ""office""}, {""id"": ""4807137388"", ""screen_name"": ""gowdy4congress"", ""account_type"": ""campaign""}]",1964-08-22,M
T000480,William Timmons,house,R,"[{""account_type"": ""office"", ""screen_name"": ""reptimmons"", ""id"": ""1079770852302958592""}, {""account_type"": ""campaign"", ""screen_name"": ""votetimmons"", ""id"": ""958510641228275712""}]",1984-04-30,M
J000301,Dusty Johnson,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""DustyJohnson"", ""id"": ""140529899""}, {""account_type"": ""office"", ""screen_name"": ""RepDustyJohnson"", ""id"": ""1074782372594413569"", ""prev_names"": [""RepJohnson""]}]",1976-09-30,M
N000184,Kristi Noem,house,R,"[{""id"": ""114388293"", ""screen_name"": ""KristiNoem"", ""account_type"": ""campaign""}, {""id"": ""235251868"", ""screen_name"": ""RepKristiNoem"", ""account_type"": ""office""}]",1971-11-30,F
F000459,Chuck Fleischmann,house,R,"[{""id"": ""50036176"", ""screen_name"": ""chuck4congress"", ""account_type"": ""campaign""}, {""id"": ""235190657"", ""screen_name"": ""RepChuck"", ""account_type"": ""office""}]",1962-10-11,M
K000392,David Kustoff,house,R,"[{""id"": ""317386234"", ""screen_name"": ""DavidKustoff"", ""account_type"": ""campaign""}, {""id"": ""816012124505931780"", ""screen_name"": ""repdavidkustoff"", ""account_type"": ""office""}]",1966-10-08,M
H001086,Diana Harshbarger,house,R,"[{""screen_name"": ""RepHarshbarger"", ""id"": ""1345787285179162624"", ""account_type"": ""office""}, {""id"": ""1237911282440982528"", ""screen_name"": ""DHarshbargerTN1"", ""account_type"": ""campaign""}]",1960-01-01,F
B001273,Diane Black,house,R,"[{""id"": ""110545675"", ""screen_name"": ""RepDianeBlack"", ""account_type"": ""office""}, {""id"": ""3303026415"", ""screen_name"": ""DianeBlackTN"", ""account_type"": ""campaign"", ""prev_names"": [""votedianeblack""]}]",1951-01-16,F
C000754,Jim Cooper,house,D,"[{""id"": ""22523087"", ""screen_name"": ""repjimcooper"", ""account_type"": ""office""}, {""id"": ""600470774"", ""screen_name"": ""coopforcongress"", ""account_type"": ""campaign""}]",1954-06-19,M
D000533,Jimmy Duncan,house,R,"[{""id"": ""1883356866"", ""screen_name"": ""RepJohnDuncanJr"", ""account_type"": ""office""}]",1947-07-21,M
R000612,John Rose,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepJohnRose"", ""id"": ""1081312310059253763""}, {""account_type"": ""campaign"", ""screen_name"": ""JohnRoseforTN"", ""id"": ""894940941039144962""}]",1965-02-23,M
G000590,Mark Green,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""DrMarkGreen4TN"", ""id"": ""93412074""}, {""account_type"": ""office"", ""screen_name"": ""RepMarkGreen"", ""id"": ""1080477288955826176""}]",1964-11-08,M
R000582,Phil Roe,house,R,"[{""id"": ""52503751"", ""screen_name"": ""DrPhilRoe"", ""account_type"": ""office""}]",1945-07-21,M
D000616,Scott DesJarlais,house,R,"[{""id"": ""27775884"", ""screen_name"": ""tndesjarlais"", ""account_type"": ""campaign""}, {""id"": ""235312723"", ""screen_name"": ""DesJarlaisTN04"", ""account_type"": ""office""}]",1964-02-21,M
C001068,Steve Cohen,house,D,"[{""id"": ""34884583"", ""screen_name"": ""ReElectCohen"", ""account_type"": ""campaign""}, {""id"": ""162069635"", ""screen_name"": ""RepCohen"", ""account_type"": ""office""}]",1949-05-24,M
B001309,Tim Burchett,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""timburchett"", ""id"": ""353890966""}, {""account_type"": ""office"", ""screen_name"": ""RepTimBurchett"", ""id"": ""1028854804087492613""}]",1964-08-25,M
G000553,Al Green,house,D,"[{""id"": ""156333623"", ""screen_name"": ""RepAlGreen"", ""account_type"": ""office""}, {""id"": ""327625079"", ""screen_name"": ""RepAlGreenTX"", ""account_type"": ""office""}]",1947-09-01,M
P000048,August Pfluger,house,R,"[{""screen_name"": ""RepPfluger"", ""id"": ""1341120751399809026"", ""account_type"": ""office""}, {""id"": ""1021216905795899392"", ""screen_name"": ""AugustPfluger"", ""account_type"": ""campaign""}]",1978-12-28,M
V000134,Beth Van Duyne,house,R,"[{""id"": ""489856457"", ""screen_name"": ""Bethvanduyne"", ""account_type"": ""campaign""}, {""screen_name"": ""RepBethVanDuyne"", ""id"": ""1339633259349745670"", ""account_type"": ""office""}]",1970-11-16,F
O000170,Beto O'Rourke,house,D,"[{""id"": ""342863309"", ""screen_name"": ""BetoORourke"", ""account_type"": ""campaign""}, {""id"": ""1134292500"", ""screen_name"": ""RepBetoORourke"", ""account_type"": ""office""}]",1972-09-26,M
F000461,Bill Flores,house,R,"[{""id"": ""97171189"", ""screen_name"": ""Flores4Congress"", ""account_type"": ""campaign""}, {""id"": ""237312687"", ""screen_name"": ""BillFloresTX"", ""account_type"": ""office"", ""prev_names"": [""RepBillFlores"", ""RealBillFlores""]}]",1954-02-25,M
F000460,Blake Farenthold,house,R,"[{""id"": ""17896154"", ""screen_name"": ""farenthold"", ""account_type"": ""office"", ""deleted"": true}, {""id"": ""92528463"", ""screen_name"": ""Elect_Blake"", ""account_type"": ""campaign""}]",1961-12-12,M
B001291,Brian Babin,house,R,"[{""id"": ""2249022318"", ""screen_name"": ""Babin4Congress"", ""account_type"": ""campaign""}, {""id"": ""2929491549"", ""screen_name"": ""RepBrianBabin"", ""account_type"": ""office""}]",1948-03-23,M
R000614,Chip Roy,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""chiproytx"", ""id"": ""1257667158""}, {""account_type"": ""office"", ""screen_name"": ""RepChipRoy"", ""id"": ""1082790600292925440""}]",1972-08-07,M
A000376,Colin Allred,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""ColinAllredTX"", ""id"": ""346964561""}, {""account_type"": ""office"", ""screen_name"": ""RepColinAllred"", ""id"": ""1078355119920562176""}]",1983-04-15,M
C001120,Dan Crenshaw,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepDanCrenshaw"", ""id"": ""1080894931311431682""}, {""account_type"": ""campaign"", ""screen_name"": ""DanCrenshawTX"", ""id"": ""930552552302792705""}]",1984-03-14,M
J000126,Eddie Bernice Johnson,house,D,"[{""id"": ""168502762"", ""screen_name"": ""RepEBJ"", ""account_type"": ""office""}]",1935-12-03,F
G000594,Ernest Gonzales,house,R,"[{""screen_name"": ""RepTonyGonzales"", ""id"": ""1343627416120532992"", ""account_type"": ""office""}, {""id"": ""1124044084669288450"", ""screen_name"": ""TonyGonzales4TX"", ""account_type"": ""campaign""}]",1980-10-10,M
V000132,Filemon Vela,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""FilemonVela"", ""id"": ""790194992""}, {""id"": ""1083448909"", ""screen_name"": ""RepFilemonVela"", ""account_type"": ""office""}]",1963-02-13,M
G000410,Gene Green,house,D,"[{""id"": ""111635527"", ""screen_name"": ""RepGeneGreen"", ""account_type"": ""office""}, {""id"": ""4615689368"", ""screen_name"": ""GeneGreen29"", ""account_type"": ""campaign""}]",1947-10-17,M
C001063,Henry Cuellar,house,D,"[{""id"": ""210926192"", ""screen_name"": ""RepCuellar"", ""account_type"": ""office""}, {""account_type"": ""campaign"", ""screen_name"": ""CuellarCampaign"", ""id"": ""1239664741""}]",1955-09-19,M
H001036,Jeb Hensarling,house,R,"[{""id"": ""18566912"", ""screen_name"": ""RepHensarling"", ""account_type"": ""office""}, {""id"": ""837057216230354949"", ""screen_name"": ""JebHensarling"", ""account_type"": ""campaign""}]",1957-05-29,M
C001091,Joaquin Castro,house,D,"[{""id"": ""231510077"", ""screen_name"": ""JoaquinCastrotx"", ""account_type"": ""office""}, {""id"": ""323440720"", ""screen_name"": ""Castro4Congress"", ""account_type"": ""campaign""}]",1974-09-16,M
A000375,Jodey Arrington,house,R,"[{""id"": ""3609064098"", ""screen_name"": ""JodeyArrington"", ""account_type"": ""campaign""}, {""id"": ""816284664658874368"", ""screen_name"": ""RepArrington"", ""account_type"": ""office""}]",1972-03-09,M
B000213,Joe Barton,house,R,"[{""id"": ""19929362"", ""screen_name"": ""RepJoeBarton"", ""account_type"": ""office""}, {""id"": ""481557101"", ""screen_name"": ""Barton4Congress"", ""account_type"": ""campaign""}]",1949-09-15,M
C001051,John Carter,house,R,"[{""id"": ""18030431"", ""screen_name"": ""JudgeCarter"", ""account_type"": ""office""}, {""id"": ""81139286"", ""screen_name"": ""RepJohnCarter"", ""account_type"": ""campaign""}, {""id"": ""404355121"", ""screen_name"": ""JudgeJohnCarter"", ""account_type"": ""campaign""}]",1941-11-06,M
C001048,John Culberson,house,R,"[{""id"": ""14904437"", ""screen_name"": ""johnculberson"", ""account_type"": ""campaign""}, {""id"": ""24183358"", ""screen_name"": ""CongCulberson"", ""account_type"": ""office""}]",1956-08-24,M
R000601,John Ratcliffe,house,R,"[{""id"": ""2196360306"", ""screen_name"": ""RatcliffeTX4"", ""account_type"": ""campaign"", ""deleted"": true}, {""id"": ""2847221717"", ""screen_name"": ""RepRatcliffe"", ""account_type"": ""office""}]",1965-10-20,M
G000377,Kay Granger,house,R,"[{""id"": ""161743731"", ""screen_name"": ""RepKayGranger"", ""account_type"": ""office""}, {""id"": ""3644923701"", ""screen_name"": ""kay_granger"", ""account_type"": ""campaign""}]",1943-01-18,F
M001158,Kenny Marchant,house,R,"[{""id"": ""23976316"", ""screen_name"": ""RepKenMarchant"", ""account_type"": ""office""}, {""id"": ""93443168"", ""screen_name"": ""MarchantforTX24"", ""account_type"": ""campaign"", ""deleted"": true}]",1951-02-23,M
B000755,Kevin Brady,house,R,"[{""id"": ""19926675"", ""screen_name"": ""RepKevinBrady"", ""account_type"": ""office""}, {""id"": ""570005456"", ""screen_name"": ""bradyfortexas"", ""account_type"": ""campaign""}]",1955-04-11,M
S000583,Lamar Smith,house,R,"[{""id"": ""15856366"", ""screen_name"": ""LamarSmithTX21"", ""account_type"": ""office""}, {""id"": ""1921735968"", ""screen_name"": ""TexansforLamar"", ""account_type"": ""campaign""}]",1947-11-19,M
G000589,Lance Gooden,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepLanceGooden"", ""id"": ""412595957""}, {""account_type"": ""campaign"", ""screen_name"": ""Lancegooden"", ""id"": ""1029094268542099457""}]",1982-12-01,M
F000468,Lizzie Fletcher,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepFletcher"", ""id"": ""1075904377221722113""}, {""account_type"": ""campaign"", ""screen_name"": ""Lizzie4Congress"", ""id"": ""857009033882083329""}]",1975-02-13,F
D000399,Lloyd Doggett,house,D,"[{""id"": ""153944899"", ""screen_name"": ""RepLloydDoggett"", ""account_type"": ""office""}, {""id"": ""170111219"", ""screen_name"": ""LloydDoggettTX"", ""account_type"": ""campaign""}]",1946-10-06,M
G000552,Louie Gohmert,house,R,"[{""id"": ""22055226"", ""screen_name"": ""replouiegohmert"", ""account_type"": ""office""}, {""id"": ""4827594804"", ""screen_name"": ""LouieGohmertTX1"", ""account_type"": ""campaign""}]",1953-08-18,M
T000238,Mac Thornberry,house,R,"[{""id"": ""377534571"", ""screen_name"": ""MacTXPress"", ""account_type"": ""office""}, {""id"": ""1137590713"", ""screen_name"": ""MacThornberry"", ""account_type"": ""campaign""}]",1958-07-15,M
V000131,Mark Veasey,house,D,"[{""id"": ""20688358"", ""screen_name"": ""MarcVeasey"", ""account_type"": ""campaign""}, {""id"": ""1074129612"", ""screen_name"": ""RepVeasey"", ""account_type"": ""office""}]",1971-01-03,M
B001248,Michael C. Burgess,house,R,"[{""id"": ""15751083"", ""screen_name"": ""michaelcburgess"", ""account_type"": ""office""}, {""id"": ""1272912622942388229"", ""screen_name"": ""DrBurgessTX"", ""account_type"": ""campaign""}]",1950-12-23,M
C001115,Michael Cloud,house,R,"[{""id"": ""23725826"", ""screen_name"": ""michaeljcloud"", ""account_type"": ""campaign""}, {""id"": ""1039879658400112640"", ""screen_name"": ""RepCloudTX"", ""account_type"": ""office""}]",1975-05-13,M
M001157,Michael McCaul,house,R,"[{""id"": ""26424123"", ""screen_name"": ""RepMcCaul"", ""account_type"": ""office""}, {""id"": ""743601590"", ""screen_name"": ""McCaulforTexas"", ""account_type"": ""campaign""}]",1962-01-14,M
C001062,Mike Conaway,house,R,"[{""id"": ""295685416"", ""screen_name"": ""ConawayTX11"", ""account_type"": ""office""}]",1948-06-11,M
F000246,Patrick Fallon,house,R,"[{""id"": ""256157258"", ""screen_name"": ""FallonForTexas"", ""account_type"": ""campaign""}, {""screen_name"": ""RepPatFallon"", ""id"": ""1343258042704527362"", ""account_type"": ""office""}]",1967-12-19,M
O000168,Pete Olson,house,R,"[{""id"": ""12726012"", ""screen_name"": ""PeteOlson"", ""account_type"": ""campaign""}, {""id"": ""20053279"", ""screen_name"": ""RepPeteOlson"", ""account_type"": ""office""}]",1962-12-09,M
S000250,Pete Sessions,house,R,"[{""id"": ""24735461"", ""screen_name"": ""PeteSessions"", ""account_type"": ""office""}, {""id"": ""2756069574"", ""screen_name"": ""SessionsTX17"", ""account_type"": ""campaign"", ""prev_names"": [{""S000250"": ""SessionsforTX32""}]}]",1955-03-22,M
W000814,Randy Weber,house,R,"[{""id"": ""373586796"", ""screen_name"": ""WeberforTexas"", ""account_type"": ""campaign""}, {""id"": ""1058051748"", ""screen_name"": ""TXRandy14"", ""account_type"": ""office""}]",1953-07-02,M
W000816,Roger Williams,house,R,"[{""id"": ""18197328"", ""screen_name"": ""RogerWilliamsTX"", ""account_type"": ""campaign""}, {""id"": ""1077446982"", ""screen_name"": ""RepRWilliams"", ""account_type"": ""office""}]",1949-09-13,M
W000827,Ron Wright,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepRonWright"", ""id"": ""1080854935535800320""}, {""account_type"": ""campaign"", ""screen_name"": ""ron4congress"", ""id"": ""951930981409284096""}]",1953-04-08,M
J000304,Ronny Jackson,house,R,"[{""screen_name"": ""RepRonnyJackson"", ""id"": ""1341903465610686464"", ""account_type"": ""office""}, {""id"": ""1201953403099893760"", ""screen_name"": ""RonnyJacksonTX"", ""account_type"": ""campaign""}]",1967-05-04,M
J000174,Sam Johnson,house,R,"[{""id"": ""249288197"", ""screen_name"": ""SamsPressShop"", ""account_type"": ""office""}]",1930-10-11,M
J000032,Sheila Jackson Lee,house,D,"[{""id"": ""80612021"", ""screen_name"": ""JacksonLeeTX18"", ""account_type"": ""office""}, {""id"": ""102803873"", ""screen_name"": ""JacksonLee18"", ""account_type"": ""campaign""}, {""id"": ""4002888226"", ""screen_name"": ""sjl4hrc"", ""account_type"": ""campaign""}]",1950-01-12,F
G000587,Sylvia Garcia,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""LaCongresista"", ""id"": ""40557819""}, {""account_type"": ""office"", ""screen_name"": ""RepSylviaGarcia"", ""id"": ""1080587263132733442""}]",1950-09-06,F
P000592,Ted Poe,house,R,"[{""id"": ""74198348"", ""screen_name"": ""JudgeTedPoe"", ""account_type"": ""office""}]",1948-09-10,M
N000026,Troy Nehls,house,R,"[{""id"": ""3299995136"", ""screen_name"": ""SheriffTNehls"", ""account_type"": ""campaign""}, {""id"": ""1347318288850825217"", ""screen_name"": ""RepTroyNehls"", ""account_type"": ""office""}]",1968-04-07,M
T000479,Van Taylor,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""VanTaylorTX"", ""id"": ""21826591""}, {""account_type"": ""office"", ""screen_name"": ""RepVanTaylor"", ""id"": ""1075040139351597056""}]",1972-08-01,M
E000299,Veronica Escobar,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""vgescobar"", ""id"": ""38960144""}, {""account_type"": ""office"", ""screen_name"": ""RepEscobar"", ""id"": ""1075517806551154689""}]",1969-09-15,F
G000581,Vicente Gonzalez,house,D,"[{""id"": ""818536152588238849"", ""screen_name"": ""RepGonzalez"", ""account_type"": ""office""}, {""id"": ""4632984534"", ""screen_name"": ""VoteVicente"", ""account_type"": ""campaign""}]",1967-09-04,M
H001073,Will Hurd,house,R,"[{""id"": ""74313566"", ""screen_name"": ""WillHurd"", ""account_type"": ""campaign""}, {""id"": ""2963445730"", ""screen_name"": ""HurdOnTheHill"", ""account_type"": ""office""}]",1977-08-19,M
M001209,Ben McAdams,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""BenMcAdams"", ""id"": ""48255275""}, {""account_type"": ""office"", ""screen_name"": ""BenMcAdamsUT"", ""id"": ""196362083"", ""prev_names"": [""RepBenMcAdams""]}]",1974-12-05,M
M001213,Blake Moore,house,R,"[{""id"": ""551935844"", ""screen_name"": ""ElectBlakeMoore"", ""account_type"": ""campaign""}, {""screen_name"": ""RepBlakeMoore"", ""id"": ""1337452596093587462"", ""account_type"": ""office""}]",1980-06-22,M
S001192,Chris Stewart,house,R,"[{""id"": ""395419988"", ""screen_name"": ""StewartforUtah"", ""account_type"": ""campaign""}, {""id"": ""1072008757"", ""screen_name"": ""RepChrisStewart"", ""account_type"": ""office""}]",1960-07-15,M
O000086,Clarence Owens,house,R,"[{""id"": ""779104195"", ""screen_name"": ""BurgessOwens"", ""account_type"": ""campaign""}, {""screen_name"": ""RepBurgessOwens"", ""id"": ""1344481217685692416"", ""account_type"": ""office""}]",1951-08-02,M
C001076,Jason Chaffetz,house,R,"[{""id"": ""17800215"", ""screen_name"": ""jasoninthehouse"", ""account_type"": ""office""}]",1967-03-26,M
C001114,John Curtis,house,R,"[{""id"": ""26057209"", ""screen_name"": ""CurtisUT"", ""account_type"": ""campaign""}, {""id"": ""931614483050414080"", ""screen_name"": ""RepJohnCurtis"", ""account_type"": ""office""}]",1960-05-10,M
L000584,Mia Love,house,R,"[{""id"": ""343171266"", ""screen_name"": ""MiaBLove"", ""account_type"": ""campaign""}, {""id"": ""2976598347"", ""screen_name"": ""RepMiaLove"", ""account_type"": ""office""}]",1975-12-06,F
B001250,Rob Bishop,house,R,"[{""screen_name"": ""RepRobBishop"", ""id"": ""148006729"", ""account_type"": ""office""}, {""id"": ""712783082336571392"", ""screen_name"": ""RobBishopUT"", ""account_type"": ""campaign""}]",1951-07-13,M
S001209,Abigail Spanberger,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepSpanberger"", ""id"": ""1078771401497161728""}, {""account_type"": ""campaign"", ""screen_name"": ""SpanbergerVA07"", ""id"": ""882958562296819714""}]",1979-08-07,F
C001105,Barbara Comstock,house,R,"[{""id"": ""37481291"", ""screen_name"": ""BarbaraComstock"", ""account_type"": ""campaign""}, {""id"": ""2933760046"", ""screen_name"": ""RepComstock"", ""account_type"": ""office""}]",1959-06-30,F
C001118,Ben Cline,house,R,"[{""account_type"": ""campaign"", ""screen_name"": ""Cline4Virginia"", ""id"": ""40264497""}, {""account_type"": ""office"", ""screen_name"": ""RepBenCline"", ""id"": ""1072158357237174272""}]",1972-02-29,M
G000289,Bob Goodlatte,house,R,"[{""id"": ""37920978"", ""screen_name"": ""RepGoodlatte"", ""account_type"": ""office""}, {""id"": ""1467758983"", ""screen_name"": ""BobGoodlatte6"", ""account_type"": ""campaign""}]",1952-09-22,M
S000185,Bobby Scott,house,D,"[{""id"": ""161791703"", ""screen_name"": ""BobbyScott"", ""account_type"": ""office""}, {""id"": ""319829219"", ""screen_name"": ""BobbyScott4VA3"", ""account_type"": ""campaign""}]",1947-04-30,M
B001290,Dave Brat,house,R,"[{""id"": ""2279098645"", ""screen_name"": ""DaveBratVA7th"", ""account_type"": ""campaign""}, {""id"": ""2560169238"", ""screen_name"": ""RepDaveBrat"", ""account_type"": ""office""}]",1964-07-27,M
R000611,Denver Riggleman,house,R,"[{""account_type"": ""office"", ""screen_name"": ""RepRiggleman"", ""id"": ""1080504024695222273""}, {""account_type"": ""campaign"", ""screen_name"": ""Denver4VA"", ""id"": ""818507671284416513""}]",1970-03-01,M
B001292,Don Beyer,house,D,"[{""id"": ""2319503065"", ""screen_name"": ""DonBeyerVA"", ""account_type"": ""campaign""}, {""id"": ""2962868158"", ""screen_name"": ""RepDonBeyer"", ""account_type"": ""office""}]",1950-06-20,M
M001200,Donald McEachin,house,D,"[{""id"": ""459051498"", ""screen_name"": ""Donald_McEachin"", ""account_type"": ""campaign""}, {""id"": ""816181091673448448"", ""screen_name"": ""RepMcEachin"", ""account_type"": ""office""}]",1961-10-10,M
L000591,Elaine Luria,house,D,"[{""account_type"": ""office"", ""screen_name"": ""RepElaineLuria"", ""id"": ""1080292515939565568""}, {""account_type"": ""campaign"", ""screen_name"": ""ElaineLuriaVA"", ""id"": ""950111395378597888""}]",1975-08-15,F
C001078,Gerry Connolly,house,D,"[{""id"": ""78445977"", ""screen_name"": ""GerryConnolly"", ""account_type"": ""office""}, {""id"": ""125706625"", ""screen_name"": ""ElectConnolly"", ""account_type"": ""campaign""}]",1950-03-30,M
W000825,Jennifer Wexton,house,D,"[{""account_type"": ""campaign"", ""screen_name"": ""JenniferWexton"", ""id"": ""2212905492""}, {""account_type"": ""office"", ""screen_name"": ""RepWexton"", ""id"": ""1017819745880543238""}]",1968-05-27,F
G000568,Morgan Griffith,house,R,"[{""id"": ""130714799"", ""screen_name"": ""MorganGriffith"", ""account_type"": ""campaign""}, {""id"": ""234057152"", ""screen_name"": ""RepMGriffith"", ""account_type"": ""office""}]",1958-03-15,M
